"Excel Raw Data Export"
"Copyright (c) 2010 QIAGEN GmbH. All Rights Reserved."
"File","Run 2021-09-17 mRT-OLA-PCR LOD dT_21 n = 3 (pcr).rex"
"Date","9/17/2021"
"Time","5:24:43 PM"


"Channel Cycling A.Green"

"ID","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17"
"Page 1"," 10aM (10^2)"," 10aM (10^2)"," 100aM (10^3)"," 100aM (10^3)"," 1fM (10^4)"," 1fM (10^4)"," 10fM (10^5)"," 10fM (10^5)"," 100fM (10^6)"," 100fM (10^6)"," 1pM (10^7)"," 1pM (10^7)"," RT Control"," Ligation Control"," Ligation Control"," PCR NTC"," PCR NTC"
"1","9.60773414424135","9.17546785251065","9.07311614658834","8.69957529055721","8.847562371252","8.68295567254139","9.43280035749708","8.65657028051169","9.18307011520561","9.57961394674601","9.75225888020578","8.56570280511686","11.9625009536889","11.7905372265638","12.4145222291251","11.9364788717043","11.371633478294"
"2","9.88444225340541","9.11409640180526","9.28500583112622","8.76630807965209","9.07388636388407","8.92174664937311","9.59833168027263","8.79363560068527","9.19623102159151","9.75720548620526","9.96607410798301","8.66041046768902","12.0832379644465","12.1461814297703","12.6705195696956","12.1735459423718","11.4987629292962"
"3","10.0319485770962","9.19445080237023","9.61582869204751","8.95017929350728","9.16507718521909","9.02832728422108","9.79351769006152","8.96426845705857","9.43293659876402","9.79084240700171","10.0595610488034","8.83486468517368","12.3639494708389","12.2476030619771","12.8144175958321","12.1572148763726","11.7123556995381"
"4","10.0675505161658","9.39202970422929","9.6757457846952","9.07016606902164","9.31542941430788","9.2069123369192","9.8774191907632","9.12031738765545","9.52905572086163","9.82156481269551","10.0774940326325","9.00295007756669","12.40514882996","12.3877826098014","12.9637128721587","12.2549564572911","11.8125637237562"
"5","10.306452023092","9.44457160296025","9.70223108698732","9.16975661860075","9.47554741741054","9.37542915999084","10.0643739986267","9.23272551562778","9.63836118104829","10.1532514432492","10.3696151258523","9.06258742147961","12.7728912576704","12.5117875944152","13.0621995880064","13.1640755673715","11.900892652781"
"6","10.2598611429007","9.51684850334427","9.73114777188936","9.27803027825916","9.53139543755245","9.37575341420615","10.0820426743979","9.21939930317133","9.73345263114089","10.1629780915659","10.4392055135932","9.08522163729305","12.7918923730322","12.7621372803337","13.2603080142563","13.1736222374812","12.0426380668999"
"7","10.4120444546171","9.56649118791485","9.78582872837851","9.39075420650152","9.69961525466218","9.50246051728084","10.1835442348145","9.34729533836881","9.96730209593565","10.1813742829994","10.4713277109707","9.18981529647586","12.9552910658427","12.8647723680912","13.237964446479","13.2061112382696","12.1059357595178"
"8","10.4991226062409","9.67563679168165","9.95997049922433","9.38007289117383","9.81002517738613","9.62386511024643","10.3925129065894","9.53512802906257","10.1895388505597","10.4615854123751","10.6068730994343","9.32688639658198","13.0879682612345","12.9958909633892","13.5044691327594","13.4984359502556","12.2025308177746"
"9","10.6799068025893","9.85940892097907","9.96806504703049","9.64465552758068","9.98572191522524","9.66659037155718","10.5515119147529","9.59846332673605","10.2247184417017","10.5032616159304","10.718808924348","9.436484321355","13.2970168612192","13.0144197756924","13.6839638579167","13.4957832279874","12.2370312986015"
"10","10.6220744191474","9.8043910769935","10.1032527148343","9.74402990768291","10.0606252677665","9.85830908238782","10.4616944053886","9.81269550621805","10.2965699898637","10.658981668366","10.7961939639669","9.52882320243272","13.5864296431932","13.2276939509716","13.8718678132732","13.5721957145624","12.327763790341"
"11","10.9023804074159","9.94343262596868","10.3561710027721","9.66791282012156","10.1632715342947","10.0146134478934","10.7715615429051","9.90495809218629","10.4886701762417","10.7990445504751","10.8645623088287","9.60297198795711","13.6130429424089","13.4322989896348","13.8219081406882","13.5793305649108","12.2286818748252"
"12","10.9185931181811","9.9690241855497","10.2999487732836","9.77664606698711","10.4138464724411","10.1177805752651","10.7147677987687","9.85498842857506","10.6065461203937","10.7961101231873","11.0406652933547","9.7441062027924","13.6150802733545","13.6927419875463","14.0369922287981","13.6635821643833","12.5209664829715"
"13","11.0565855395336","10.0127794308385","10.4126039520867","10.0935568780041","10.4006667018798","10.1576961224478","10.9457323785545","10.0128527915207","10.6270871114085","10.8851322630219","10.9533954258147","9.85944093291312","13.9279656789384","13.623145756357","14.1877295665348","13.8120851453422","12.6938629387702"
"14","11.063729891837","10.2417465040491","10.5130591795733","9.96025718387815","10.4777599755856","10.3280181073727","11.0491667484114","10.1789120317388","10.8448729686427","11.0769401499546","11.1928740367742","9.90604802232177","13.9624818799115","13.8561308989325","14.3755245288777","14.0027348862323","12.7333485923552"
"15","10.9423463289336","10.2549782558938","10.6331404156994","10.06942854963","10.5931399797273","10.469567054598","11.2096589608606","10.2282241041683","11.1306348339994","11.1570698318238","11.2040458206629","9.93527631545485","14.2899566291647","13.8820712361568","14.4571016074793","14.1094306624176","12.6587828386867"
"16","11.1552605477989","10.2292961482707","10.7388636388408","10.3338165356934","10.8376113091151","10.4665152502186","11.324072280813","10.3249584778539","11.0451340069102","11.2536460259051","11.4845502403296","10.1501923726689","14.3592482388546","14.1837376974136","14.5806493803747","14.2290379186694","12.6707396517422"
"17","11.2172121766995","10.5289046266252","10.8854047455558","10.5018692301823","11.1034033487684","10.6434729533837","11.3614607970296","10.4176863801492","11.142341242593","11.567277614428","11.5063197782355","10.2740168201372","14.6720945187413","14.2854962996872","14.6538926854789","14.1607244514088","12.8435187304494"
