"Excel Raw Data Export"
"Copyright (c) 2010 QIAGEN GmbH. All Rights Reserved."
"File","Run 2021-09-14 RT-OLA-PCR LOD dT_21 n = 1 (pcr).rex"
"Date","9/15/2021"
"Time","2:49:16 PM"


"Channel Cycling A.Green"

"ID","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18"
"Page 1"," 10aM (10^2)"," 10aM (10^2)"," 100aM (10^3)"," 100aM (10^3)"," 1fM (10^4)"," 1fM (10^4)"," 10fM (10^5)"," 10fM (10^5)"," 100fM (10^6)"," 100fM (10^6)"," 1pM (10^7)"," 1pM (10^7)"," RT Control"," RT Control"," Ligation Control"," Ligation Control"," PCR NTC"," PCR NTC"
"1","11.6499362390871","11.5864100803446","11.1406118867781","11.7405457643498","11.3520080285931","11.0896849011978","12.0236732825426","10.925205361003","12.0978611937641","11.3172350652323","11.9675418805655","11.3255234884898","11.1306935225452","11.6756166698945","11.2062256809339","11.0161999949137","11.7460135805295","12.2881993264232"
"2","11.7931431504331","11.5240202436357","11.3714590894724","11.8845400676483","11.4083568576588","11.1841000991836","12.3008844363846","11.2585423274368","12.1759365224689","11.5228503852903","12.1353911214291","11.5462671150472","11.2873332511694","11.7503188045646","11.4020861262793","10.9667764142472","11.7271032926789","12.8775972126853"
"3","12.0863660639353","11.6962750380008","11.5508252587676","12.0392785175411","11.6411078049897","11.3854101952065","12.3717097734035","11.4559286749719","12.2612344548714","11.6713910946001","12.3207211648503","11.7058060578317","11.62561402891","11.9600213626307","11.6294092215356","11.2640925870498","11.8233944281095","12.9229830214037"
"4","12.2031166552224","11.9689420215856","11.6989747111056","12.3292896925307","11.6327662063528","11.7072665642132","12.4604155540297","11.4825934951687","12.5651505738482","11.8376948704255","12.5620484650011","11.7632753490501","11.706009511457","11.9000416688675","11.7413478411418","11.420869255614","11.9516289005875","12.8572518501564"
"5","12.3846916797249","12.0319930825767","11.8937536103936","12.3563199598906","11.8950751506828","11.9077885569073","12.7026270949365","11.7746751099921","12.7293812466621","12.0131931850861","12.6468953340091","12.0169492520145","11.7479209582666","11.9179500594012","11.7662317845426","11.5054115031226","12.8495133461945","13.3053975855532"
"6","12.4854085603113","11.949340047303","12.295954598541","12.5676356145571","12.1761609198497","11.9143532899541","12.7372142112357","11.8699931334401","12.8628104938473","12.0780707047587","12.7899947767194","12.01272367672","12.0011033446602","11.9941361758711","12.075880936032","11.6889194069327","12.9780161091674","13.2863355458915"
"7","12.560514737672","12.3029972240318","12.3745581241576","12.7550164034485","12.1962669251725","12.1811754533201","13.0312046997787","12.0485236896315","12.809621903236","12.3098889361192","12.86854352636","12.201222901612","12.2386256707612","12.1391388042796","12.0871480888075","11.6895297678086","13.324504899236","13.2476648246847"
"8","12.5369141171384","12.4614073904529","12.5284786168284","12.913201597111","12.4455125759772","12.2909241517619","13.0300309288636","12.2032120241093","13.1392894382137","12.6160419270971","13.1316794901139","12.3164042962624","12.3432920890947","12.2808129537358","12.34810915287","11.8472219776866","13.2694801955502","13.2211795223926"
"9","12.898333832186","12.5893973273236","12.6351059230437","13.0502784771496","12.5491213346558","12.427964700796","13.3704999509531","12.4548831804497","13.3677169960072","12.7847128076013","13.0952925917449","12.6110267240961","12.5407361388135","12.4787107300268","12.3657939679913","12.116132894343","13.1143155057094","13.2232336214941"
