"Excel Raw Data Export"
"Copyright (c) 2010 QIAGEN GmbH. All Rights Reserved."
"File","Run 2021-09-14 RT-OLA-PCR LOD dT_21 n = 2 (pcr).rex"
"Date","9/15/2021"
"Time","2:48:38 PM"


"Channel Cycling A.Green"

"ID","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18"
"Page 1"," 10aM (10^2)"," 10aM (10^2)"," 100aM (10^3)"," 100aM (10^3)"," 1fM (10^4)"," 1fM (10^4)"," 10fM (10^5)"," 10fM (10^5)"," 100fM (10^6)"," 100fM (10^6)"," 1pM (10^7)"," 1pM (10^7)"," RT Control"," RT Control"," Ligation Control"," Ligation Control"," PCR NTC"," PCR NTC"
"1","11.5409704737926","11.1383738968999","11.8364232852674","12.1335382401988","12.3054856183719","11.0334717544605","11.6289005874723","11.1811572878179","12.6140884369312","11.0585946440833","11.6303174966485","11.0202690674194","11.3668615659918","12.0602222730856","10.7606622415503","10.8475369395488","11.1432567839068","12.4360130868553"
"2","11.749991825524","11.0638081432314","11.9253615843224","12.0949547134029","12.5420836887992","11.2112393595571","11.8922277082039","11.3507504168983","12.7144274052033","11.3145647364004","11.8186574240591","11.1259250782025","11.7105363546197","12.1892881666285","11.0471797219337","10.9956511787594","11.390096894789","12.7428091859312"
"3","12.0019249843008","11.3068080669362","12.0286869611658","12.4878448018755","12.7660498500508","11.5793087663081","12.0593223820507","11.6676350276716","12.916409904279","11.4798708069479","12.0640878919661","11.3168535896849","11.907835507744","12.4843867508093","11.2696199809956","11.0838483253223","11.3690277068625","12.9892423895628"
"4","12.2444495307851","11.5369649805447","12.3784455416408","12.5733166657863","12.8753446904053","11.7910276951247","12.2364444131439","11.5613447359842","13.0402427358252","11.659927265329","12.0256351567864","11.5205615320058","11.9728154656056","12.6687442411864","11.55424875727","11.1916342412451","11.5008421806316","13.1435764967466"
"5","12.3521782253758","11.6769078179012","12.4109841482238","12.6963200325526","13.0208755157256","12.0255177796949","12.6631352930277","11.8323150870645","13.3294677144528","11.8253059978855","12.3233895373973","11.656468553699","12.3854210945078","12.8963803420201","11.7604551548246","11.2112728958689","11.4846441420028","13.1837949187457"
"6","12.3773556115053","11.8381671734842","12.7009740342311","12.9344189037483","13.1310241346863","12.1057450217441","12.4960291863473","12.0366686033887","13.5997122584442","11.9370154526941","12.6634622720684","11.8081940947585","12.557739048927","12.9281476134303","11.8554970626383","11.4639124132143","11.5149274316132","13.2212303857989"
"7","12.4949009435162","11.9192579755638","12.6746984609196","13.1300362108327","13.379396505684","12.3097581445029","12.669565880827","12.2193293659876","13.6972610055695","12.284835075405","12.6852944110898","12.0297360189212","12.5973789695465","13.0771725032425","12.0965896086061","11.5363291879657","11.6978009401905","13.2897361279142"
"8","12.7979451183846","12.1518490664748","12.9643511100938","13.3390009700378","13.5491976297653","12.5052044163969","12.9000944885587","12.3953103939371","13.8757328732151","12.257136317562","12.9345278967618","12.061904678064","12.855180982899","13.0827038986801","12.1822161968649","11.8310239390578","11.6408026245518","13.3726798112241"
"9","13.0269321736477","12.1578800132245","13.1402480177944","13.3418529538923","13.5867602553343","12.6719818926274","13.1807431143664","12.5194825011717","13.8945383600911","12.5173571374075","12.947984341896","12.2671636748084","12.9334379666263","13.4379163218715","12.3949988555734","11.8940260929274","11.795550905187","13.2749130780717"
"10","12.9546321535335","12.3956664377813","13.1521869448168","13.5402202385494","13.7864089065737","12.8816662851911","13.1910175224435","12.7026662206337","14.026810999062","12.5130337478701","13.1932773109244","12.5134470130465","13.1031764197248","13.4144241354129","12.5123979552911","12.1071619309202","12.0604448004883","13.3491792406876"
"11","13.060482948043","12.4853894865339","13.4637979705501","13.6892500190738","13.9242934527897","13.1259901534429","13.1986179685882","12.6521705958648","14.1459716182193","12.745508859036","13.3331425955596","12.4886956079449","13.3064539793768","13.5427089123587","12.5938576568011","12.3012365676591","11.9822559373944","13.630273899443"
